sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
EPP2	1248	0.605284499860155	1.08309827602683	0.799484244638291	1.46732331925194	0.103414146251797	0.97011631765142	Daporinad	NAMPT	Metabolism
EPP1	1259	0.187365695734961	1.19938309732241	0.913662192221608	1.57445478907788	0.275300064880168	0.830407215421263	Talazoparib	PARP1, PARP2	Genome integrity
Tobacco	1259	0.0105154176741193	0.819753206056582	0.704220623062246	0.954239760712955	0.104313904414614	0.226923479756614	Talazoparib	PARP1, PARP2	Genome integrity
APOBEC	1259	0.126915897095448	0.854887492916203	0.698806462165222	1.04582980426383	0.114452497884451	0.892949074100238	Talazoparib	PARP1, PARP2	Genome integrity
NpCpG	1259	0.0467376414650096	0.8037425013481	0.648054660928732	0.9968325936388	0.109284262469011	0.217614228175638	Talazoparib	PARP1, PARP2	Genome integrity
MMR	1259	0.00588489597825115	0.808572470817521	0.695409647466659	0.940150086996452	0.121206495703218	0.033627977018578	Talazoparib	PARP1, PARP2	Genome integrity
EPP2	1259	0.202978924248378	1.12577030302671	0.937781906644128	1.35144298071618	0.116738542323311	0.97011631765142	Talazoparib	PARP1, PARP2	Genome integrity
EPP1	1261	0.161134917205349	1.20113418834992	0.928136055961482	1.55443087159077	-0.0149319087433526	0.830407215421263	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
Tobacco	1261	0.462216452687897	0.949711184490052	0.827343750916678	1.09017724850905	0.00259218081370982	0.788067012099753	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
APOBEC	1261	0.25318149799345	1.11154557599115	0.92676680320942	1.33316554199697	0.0101472190049812	0.892949074100238	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
NpCpG	1261	0.257866559425845	0.895803830531694	0.740066944791207	1.0843133968396	0.00418697687482328	0.49693040315692	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
MMR	1261	0.155802552457505	0.908398529264553	0.795386160285636	1.03746825023164	0.00886800547324207	0.265195833970221	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
EPP2	1261	0.973972810327143	1.0026725786166	0.853716769991815	1.17761807574578	0.000705094005629903	0.994754358118367	rTRAIL	TRAIL receptor agonist	Apoptosis regulation
EPP1	1262	0.978299304584812	1.0011134515297	0.923082517100839	1.08574057493954	0.0526565361056117	0.984523882549489	UNC1215	L3MBTL3	Chromatin other
Tobacco	1262	0.436118570969289	0.981143445420593	0.935121245651207	1.02943063797189	0.0588867006015141	0.773778592017932	UNC1215	L3MBTL3	Chromatin other
APOBEC	1262	0.063299444129022	0.939547062481716	0.879683971689598	1.00348387719574	0.0703594488463634	0.892949074100238	UNC1215	L3MBTL3	Chromatin other
NpCpG	1262	0.0375830308374653	0.932664562850818	0.873373568926531	0.995980663654455	0.0780505222285239	0.20735465289636	UNC1215	L3MBTL3	Chromatin other
MMR	1262	0.00379861355770978	0.932052637032882	0.888833160248465	0.977373659143304	0.0719934166862956	0.0282687520573751	UNC1215	L3MBTL3	Chromatin other
EPP2	1262	0.603284112322813	0.984749747391454	0.929144642547967	1.04368256628835	0.0459042305250517	0.97011631765142	UNC1215	L3MBTL3	Chromatin other
EPP1	1263	0.862868188219589	0.991285195165965	0.896467592871291	1.09613146751676	-0.041070116278739	0.984523882549489	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
Tobacco	1263	0.732452220449661	0.98984950781367	0.93343191229028	1.0496770414833	0.0318690004559502	0.901284099197376	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
APOBEC	1263	0.952610703536273	0.997657997332228	0.923163528999815	1.07816377962777	0.0199026813707732	0.994324736052558	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
NpCpG	1263	0.600675894178116	0.978431428679834	0.901511496578553	1.0619144229017	0.020888324254359	0.800901192237488	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
MMR	1263	0.321608826446502	0.971369268269918	0.917022137345637	1.02893727088248	0.0180877092312095	0.436079764673223	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
EPP2	1263	0.948939345049724	1.00215818971733	0.937973142556352	1.07073538852119	0.0193774738660087	0.987236642668327	UNC0642	G9a(EHMT2), GLP(EHMT1)	Chromatin histone methylation
EPP1	1264	0.306309890068297	0.947647386624657	0.854107537644666	1.05143149989405	0.124080900903352	0.884430219561193	SGC0946	DOT1L	Chromatin histone methylation
Tobacco	1264	0.00808801883198068	0.928218493641443	0.878565437246654	0.980677745118376	0.0356489247849076	0.223195130221705	SGC0946	DOT1L	Chromatin histone methylation
APOBEC	1264	0.0149410985970583	0.913206434833303	0.848934607441038	0.982344205680026	0.0263254462321454	0.892949074100238	SGC0946	DOT1L	Chromatin histone methylation
NpCpG	1264	0.179009986134991	0.949335152560469	0.879901591286986	1.02424775771665	0.0223900535089437	0.405262015898948	SGC0946	DOT1L	Chromatin histone methylation
MMR	1264	0.0164802581556491	0.933837519934368	0.883101225200651	0.987488737136594	0.0186296086999179	0.0599897935772516	SGC0946	DOT1L	Chromatin histone methylation
EPP2	1264	0.542898602841708	0.980844265977103	0.921438487163396	1.04407997658292	0.000594043695254731	0.97011631765142	SGC0946	DOT1L	Chromatin histone methylation
EPP1	1266	0.152572418873398	0.820801735065683	0.625279356403632	1.07746318727327	0.166126938446337	0.830407215421263	ICL1100013	N-myristoyltransferase 1/2	Other
Tobacco	1266	0.000362569634546718	0.773783436502242	0.672760566068087	0.889976072920754	0.134796247242071	0.0567677660744105	ICL1100013	N-myristoyltransferase 1/2	Other
APOBEC	1266	0.875213558904771	0.984904234557089	0.814075015183246	1.19158103756585	0.152196694079396	0.994324736052558	ICL1100013	N-myristoyltransferase 1/2	Other
NpCpG	1266	0.00291909525410711	0.732187194666914	0.59677315493849	0.898328089321413	0.124532125286586	0.0734711612394364	ICL1100013	N-myristoyltransferase 1/2	Other
MMR	1266	5.84257193605481e-06	0.717574942402596	0.622791844534149	0.826783141884665	0.152327252435481	0.000934811509768769	ICL1100013	N-myristoyltransferase 1/2	Other
EPP2	1266	0.560457759899353	0.949176182392771	0.795919117313645	1.13194344202024	0.0999832664379676	0.97011631765142	ICL1100013	N-myristoyltransferase 1/2	Other
EPP1	1268	0.847972741100512	1.01616330953008	0.860837460190982	1.19951549437224	0.136316586398853	0.984523882549489	XAV939	TNKS1, TNKS2	WNT signaling
Tobacco	1268	0.546323095674182	0.972919117630018	0.889663121995951	1.0639663329265	0.121878312507605	0.816495243972203	XAV939	TNKS1, TNKS2	WNT signaling
APOBEC	1268	0.189623469245634	1.08154982421594	0.961782043727735	1.21623192062075	0.164187155489425	0.892949074100238	XAV939	TNKS1, TNKS2	WNT signaling
NpCpG	1268	0.731477102978356	0.978413437231596	0.863449601445961	1.10868411144348	0.146375235097648	0.876676677726868	XAV939	TNKS1, TNKS2	WNT signaling
MMR	1268	0.230685953537229	0.947435173181222	0.867223298945602	1.03506606484432	0.140521915060925	0.341756968203302	XAV939	TNKS1, TNKS2	WNT signaling
EPP2	1268	0.0567744812336003	1.10868513665877	0.997012190907884	1.23286630139273	0.134147899001706	0.97011631765142	XAV939	TNKS1, TNKS2	WNT signaling
EPP1	1371	0.627260614486143	0.94652076040756	0.756279727490494	1.18461664026789	-0.0646809713292344	0.958438705915216	PLX-4720	BRAF	ERK MAPK signaling
Tobacco	1371	0.0934714187911227	0.911829562971462	0.818527155689228	1.01576734031339	0.0438408112720242	0.45319475777514	PLX-4720	BRAF	ERK MAPK signaling
APOBEC	1371	0.964740401351571	1.0032552501479	0.86819796512592	1.15932211014033	0.0743642268028901	0.994324736052558	PLX-4720	BRAF	ERK MAPK signaling
NpCpG	1371	0.00685332477103862	0.816043937827788	0.704506684863041	0.945239729833	0.0985092905594674	0.104431615558684	PLX-4720	BRAF	ERK MAPK signaling
MMR	1371	0.00262700931214143	0.850136682388608	0.76512702746921	0.944591359075723	0.0901820493578814	0.023957452225845	PLX-4720	BRAF	ERK MAPK signaling
EPP2	1371	0.665670034453602	0.972423211102315	0.856269712745859	1.10433300093985	0.0790861578587867	0.97011631765142	PLX-4720	BRAF	ERK MAPK signaling
EPP1	1372	0.762595430646066	1.06244194270867	0.713833444602394	1.58129727622289	0.130574104913072	0.984523882549489	Trametinib	MEK1, MEK2	ERK MAPK signaling
Tobacco	1372	0.767302268623889	0.972167726183432	0.805904089182318	1.17273271164511	0.18158168372759	0.933012528939623	Trametinib	MEK1, MEK2	ERK MAPK signaling
APOBEC	1372	0.0430651919097797	1.30122468242221	1.00830644851239	1.67923717699399	0.226006908673558	0.892949074100238	Trametinib	MEK1, MEK2	ERK MAPK signaling
NpCpG	1372	0.666730999042215	0.943331349684875	0.72281873662383	1.23111644761001	0.204693109751129	0.830170893749061	Trametinib	MEK1, MEK2	ERK MAPK signaling
MMR	1372	0.229425932945632	1.12119362413891	0.930054727068509	1.35161416443954	0.201319040528778	0.341471156012103	Trametinib	MEK1, MEK2	ERK MAPK signaling
EPP2	1372	0.729352169136598	1.04022610649325	0.831405978184981	1.30149455383078	0.229611254978224	0.97011631765142	Trametinib	MEK1, MEK2	ERK MAPK signaling
EPP1	1373	0.796093159302091	1.03984313956677	0.770386899204553	1.40354639470184	0.081854586375289	0.984523882549489	Dabrafenib	BRAF	ERK MAPK signaling
Tobacco	1373	0.0522130075277675	0.857923897135612	0.734946790990813	1.00147850470111	0.148046545780783	0.363220921932296	Dabrafenib	BRAF	ERK MAPK signaling
APOBEC	1373	0.207838898890556	1.14393787421141	0.927531216221681	1.41083538448001	0.207372013019193	0.892949074100238	Dabrafenib	BRAF	ERK MAPK signaling
NpCpG	1373	0.00217157470278647	0.71658199861737	0.579625805068941	0.885898723369278	0.203039755118094	0.0734711612394364	Dabrafenib	BRAF	ERK MAPK signaling
MMR	1373	0.0250609292489501	0.834058690396883	0.711746407207326	0.977390109710699	0.177667677987505	0.0781687022598842	Dabrafenib	BRAF	ERK MAPK signaling
EPP2	1373	0.870523731488588	1.01563533056154	0.842288655433628	1.22465750669978	0.164054917630978	0.976371536024146	Dabrafenib	BRAF	ERK MAPK signaling
EPP1	1375	0.321680365195933	0.93418270671082	0.815511213328434	1.07012302866532	0.0208603194322325	0.888857271285445	Temozolomide	DNA alkylating agent	DNA replication
Tobacco	1375	0.478363411124451	0.976970607919702	0.915856910023694	1.04216232720709	0.0824451520533003	0.788067012099753	Temozolomide	DNA alkylating agent	DNA replication
APOBEC	1375	0.270675188086635	0.948065939069902	0.862042192578264	1.04267405071694	0.0637106593857798	0.892949074100238	Temozolomide	DNA alkylating agent	DNA replication
NpCpG	1375	0.933903745111256	0.995988256692352	0.905471662769224	1.09555345380466	0.0548678868039285	0.967752486906131	Temozolomide	DNA alkylating agent	DNA replication
MMR	1375	0.0218173362871563	0.924998361617438	0.86544310615215	0.988651897406785	0.0692776569831404	0.0734899748620001	Temozolomide	DNA alkylating agent	DNA replication
EPP2	1375	0.727942367498679	0.985678885619702	0.908520228985135	1.06939045995903	0.048652278704064	0.97011631765142	Temozolomide	DNA alkylating agent	DNA replication
EPP1	1377	0.574833050925416	1.10766303522053	0.7718484128409	1.58958336790266	0.119295805838388	0.943967525706146	Afatinib	ERBB2, EGFR	EGFR signaling
Tobacco	1377	0.487657353498258	1.06704217840454	0.887910978407498	1.28231212157822	0.0641974146372383	0.788067012099753	Afatinib	ERBB2, EGFR	EGFR signaling
APOBEC	1377	0.695612449121009	1.05192194021759	0.81562969053799	1.35666930856976	0.0737669989123184	0.994324736052558	Afatinib	ERBB2, EGFR	EGFR signaling
NpCpG	1377	0.879985691060624	1.02011554878874	0.787123871618412	1.32207365371971	0.0964499123003951	0.960275705534693	Afatinib	ERBB2, EGFR	EGFR signaling
MMR	1377	0.704483034055593	1.03459366479055	0.867409121798232	1.23400137758032	0.100349921793812	0.748952062783354	Afatinib	ERBB2, EGFR	EGFR signaling
EPP2	1377	0.301319929115906	1.12052400232942	0.90261085128331	1.39104691463791	0.0850333171618282	0.97011631765142	Afatinib	ERBB2, EGFR	EGFR signaling
EPP1	1378	0.840701090262639	0.967115175899576	0.695356177957524	1.34508298495681	0.125821532859948	0.984523882549489	Bleomycin (50 uM)	dsDNA break induction	DNA replication
Tobacco	1378	0.102176928003494	0.865244802073633	0.727248227108446	1.02942645937012	0.11193092696196	0.457633341995524	Bleomycin (50 uM)	dsDNA break induction	DNA replication
APOBEC	1378	0.833184550029736	1.02553939997403	0.810390232029215	1.29780816615417	0.156156007107093	0.994324736052558	Bleomycin (50 uM)	dsDNA break induction	DNA replication
NpCpG	1378	0.0501282412274563	0.78339165334023	0.613618191367577	1.00013736743263	0.133393568880509	0.219740235517617	Bleomycin (50 uM)	dsDNA break induction	DNA replication
MMR	1378	0.00215013196547792	0.764266929061887	0.644151975556114	0.906779705757192	0.13323115812803	0.021805349967234	Bleomycin (50 uM)	dsDNA break induction	DNA replication
EPP2	1378	0.908415960390116	0.987816637479746	0.801137059614279	1.21799596906876	0.119337015857544	0.976502500643699	Bleomycin (50 uM)	dsDNA break induction	DNA replication
EPP1	1494	0.567047389428538	0.935769533933321	0.743706315984722	1.17743335214027	0.109284076062241	0.943967525706146	SN-38	TOP1	DNA replication
Tobacco	1494	0.327982982307436	0.93879229887502	0.826947095774725	1.06576464798074	0.0885522131691979	0.722929167945602	SN-38	TOP1	DNA replication
APOBEC	1494	0.558595349504497	0.949304217745989	0.79701549420198	1.13069131577252	0.130108729931124	0.978801314786528	SN-38	TOP1	DNA replication
NpCpG	1494	0.00514199470887176	0.776332110194155	0.650506561448175	0.926495720468648	0.133924802071038	0.0967904886375862	SN-38	TOP1	DNA replication
MMR	1494	0.00117490702736651	0.810471165908439	0.714313396097317	0.919573277440669	0.133042497737318	0.0150388099502913	SN-38	TOP1	DNA replication
EPP2	1494	0.793445948440825	1.0207679769569	0.874810768596093	1.19107731658682	0.112806863355886	0.97011631765142	SN-38	TOP1	DNA replication
EPP1	1495	0.121794061725172	0.890161008944271	0.767655398061055	1.03221656989073	0.153789852614233	0.830407215421263	Olaparib	PARP1, PARP2	Genome integrity
Tobacco	1495	0.0116782750155969	0.89054466039035	0.813974459255043	0.974317784953092	0.0862256448312363	0.226923479756614	Olaparib	PARP1, PARP2	Genome integrity
APOBEC	1495	0.303890070003191	0.937009259265586	0.827450566812938	1.0610740836533	0.0860353518772793	0.935046369240589	Olaparib	PARP1, PARP2	Genome integrity
NpCpG	1495	0.0392639254350228	0.872424535437181	0.766285107329957	0.993265512734344	0.08173246246536	0.209407602320122	Olaparib	PARP1, PARP2	Genome integrity
MMR	1495	0.000279424126677735	0.844828080089066	0.771895121784235	0.924652151262699	0.101080068656889	0.010447538049479	Olaparib	PARP1, PARP2	Genome integrity
EPP2	1495	0.422083999086992	1.04686002781289	0.935855830074812	1.17103071072901	0.0629448680439941	0.97011631765142	Olaparib	PARP1, PARP2	Genome integrity
EPP1	1498	0.209610790734379	0.83739393439031	0.633383994489094	1.10711449524283	0.0814758436481567	0.830407215421263	Selumetinib	MEK1, MEK2	ERK MAPK signaling
Tobacco	1498	0.903233509078534	1.00874579472372	0.876230103588845	1.16130234992504	0.152187827905964	0.973046877085668	Selumetinib	MEK1, MEK2	ERK MAPK signaling
APOBEC	1498	0.0853425117405588	1.17831627716295	0.977275928948425	1.42071364688286	0.182143308639945	0.892949074100238	Selumetinib	MEK1, MEK2	ERK MAPK signaling
NpCpG	1498	0.983252271498403	1.00200440750539	0.830686192417271	1.20865477460097	0.170864606385507	0.986334567020341	Selumetinib	MEK1, MEK2	ERK MAPK signaling
MMR	1498	0.095024409596705	1.12201796985713	0.980058287896254	1.28454025666644	0.19086455771255	0.194921865839395	Selumetinib	MEK1, MEK2	ERK MAPK signaling
EPP2	1498	0.720128096972333	0.970605090456763	0.824051329239622	1.14322276804027	0.191635893975639	0.97011631765142	Selumetinib	MEK1, MEK2	ERK MAPK signaling
EPP1	1502	0.880015203781684	0.98807225635957	0.843840760683533	1.1569561809229	-0.0399186451356843	0.984523882549489	Bicalutamide	AR	Hormone-related
Tobacco	1502	0.604339463295683	0.982641222150464	0.919473682342695	1.0501483511841	0.00338203825894212	0.851379972307704	Bicalutamide	AR	Hormone-related
APOBEC	1502	0.765038706812939	0.986568021200215	0.902565652554711	1.07838854458946	0.0036755490025534	0.994324736052558	Bicalutamide	AR	Hormone-related
NpCpG	1502	0.730661046662781	0.984294820815645	0.899224666215013	1.07741294326644	0.00726534244780452	0.876676677726868	Bicalutamide	AR	Hormone-related
MMR	1502	0.364252192928861	0.971141874986365	0.911472563806941	1.03471742189685	0.00694146641296078	0.475757966274431	Bicalutamide	AR	Hormone-related
EPP2	1502	0.280835224954107	1.04297838221714	0.966026052515985	1.1260606304966	-0.00205358988863513	0.97011631765142	Bicalutamide	AR	Hormone-related
EPP1	1526	0.450186687036285	0.906654293462993	0.701000825268638	1.17264057077231	0.127811223573691	0.943967525706146	Refametinib	MEK1, MEK2	ERK MAPK signaling
Tobacco	1526	0.6181528548776	0.968325831115483	0.852871259226035	1.09940967650428	0.222485157326386	0.851379972307704	Refametinib	MEK1, MEK2	ERK MAPK signaling
APOBEC	1526	0.114125834285148	1.14549831153474	0.96764652605315	1.35603895265456	0.231281745635102	0.892949074100238	Refametinib	MEK1, MEK2	ERK MAPK signaling
NpCpG	1526	0.620852602547411	0.956440764069891	0.801304523115272	1.14161209476038	0.225761998419457	0.817583674136508	Refametinib	MEK1, MEK2	ERK MAPK signaling
MMR	1526	0.437632597169553	1.05077980313037	0.926935331409825	1.19117068607942	0.234243071844639	0.539016291974696	Refametinib	MEK1, MEK2	ERK MAPK signaling
EPP2	1526	0.42713986988264	0.943092249430213	0.815799753015621	1.09024670287968	0.26924389965412	0.97011631765142	Refametinib	MEK1, MEK2	ERK MAPK signaling
EPP1	1527	0.739517835655105	0.965424005809577	0.782464060260935	1.19116462765407	0.0737944899926871	0.984523882549489	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
Tobacco	1527	0.386555237663964	1.04845408831196	0.941689442290497	1.16732324472527	0.0398085785244441	0.741542125473356	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
APOBEC	1527	0.919630700194023	0.99260203296966	0.858832578094945	1.14720705872732	0.0391793058449194	0.994324736052558	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
NpCpG	1527	0.95905728721477	0.99627455005559	0.86358426103296	1.14935278915486	0.0431306959891729	0.977383222639256	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
MMR	1527	0.910594313282803	1.00599860690866	0.905984878426004	1.11705307803858	0.043268355962823	0.922120823577522	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
EPP2	1527	0.736496664587446	1.02122451354105	0.903300163902016	1.1545436929316	0.0257656857482195	0.97011631765142	Pictilisib	PI3K (class 1)	PI3K/MTOR signaling
EPP1	1529	0.561470428039229	0.912379973737454	0.666257461402744	1.24942273025286	-0.0112967311977703	0.943967525706146	Pevonedistat	NAE	Other
Tobacco	1529	0.120653896796564	0.865117273503611	0.720239181835323	1.03913799164212	0.0524489799862153	0.494990345832057	Pevonedistat	NAE	Other
APOBEC	1529	0.72595094869876	1.04470963584945	0.817122605496643	1.33568477471423	0.0721394233986963	0.994324736052558	Pevonedistat	NAE	Other
